gene_name	localisation
TTF1	Nucleoli-fibrillar-center
GTF3C4	Nucleoplasm
DDX31	Nucleoli
MBOAT7	Cytosol
SRMS	Intermediate-filaments
OPRL1	Primary-cilium
OPRL1	Primary-cilium-tip
SLC2A4RG	Nuclear-speckles
FNDC11	Nucleoplasm
FNDC11	Vesicles
PPDPF	Microtubules
PPDPF	Nucleoplasm
PLGLB2	Vesicles
IL37	Cytosol
IL37	Nucleoplasm
IL37	Vesicles
CHCHD5	Mitochondria
PAX8	Nucleoplasm
POLR1B	Nucleoli-fibrillar-center
CCDC93	Vesicles
SLC25A23	Mitochondria
GTF2F1	Nucleoplasm
ALKBH7	Mitochondria
CLPP	Mitochondria
TNFSF9	Golgi-apparatus
THOC2	Nucleoplasm
MED1	Nucleoplasm
RPL23	Cytosol
ATG4C	Cytosol
ATG4C	Nucleoplasm
SH2D3A	Microtubules
TRIP10	Vesicles
GPR108	Golgi-apparatus
TNFSF14	Vesicles
FOSB	Nucleoplasm
OPA3	Cytosol
SNRPD2	Cytosol
VASP	Cell-Junctions
VASP	Focal-adhesion-sites
VASP	Plasma-membrane
SYMPK	Nucleoplasm
SDCBP2	Nucleoplasm
PANK2	Cytosol
FOXA2	Cell-Junctions
FOXA2	Nucleoplasm
CD93	Plasma-membrane
CD93	Vesicles
GZF1	Nucleoli
GZF1	Nucleoplasm
NKX2-4	Nuclear-bodies
CENPB	Nuclear-bodies
PSMF1	Cytosol
TMX4	Nuclear-membrane
STK35	Nuclear-bodies
STK35	Nucleoplasm
SNRPB	Nucleoplasm
NRSN2	Vesicles
AP5S1	Cytosol
AP5S1	Nucleoplasm
RRBP1	Endoplasmic-reticulum
BMP2	Vesicles
ZNF133	Nucleoplasm
ZNF133	Vesicles
FLRT3	Plasma-membrane
OVOL2	Nucleoplasm
PCSK2	Vesicles
MKKS	Basal-body
MKKS	Centrosome
BFSP1	Cytosol
BFSP1	Plasma-membrane
DSTN	Plasma-membrane
SNRPB2	Nuclear-speckles
MGME1	Mitochondria
ITPA	Cytosol
ITPA	Nucleoplasm
TCF15	Nuclear-speckles
MCM8	Nucleoplasm
TMEM74B	Golgi-apparatus
TMEM74B	Nucleoplasm
MRPS26	Mitochondria
S1PR4	Mitochondria
NCLN	Lipid-droplets
CITED1	Nucleoplasm
HNRNPR	Nucleoplasm
ZNF436	Cytosol
ZNF436	Nucleoplasm
MAX	Nucleoplasm
ARMCX5	Cytosol
ARMCX5	Nuclear-speckles
MMP24	Nucleoli
MMP24	Plasma-membrane
NECAB3	Golgi-apparatus
ID1	Nucleoplasm
RALY	Nucleoplasm
C20orf173	Nucleoplasm
EIF2S2	Endoplasmic-reticulum
CEP250	Centrosome
PLAGL2	Nucleoplasm
GRPR	Plasma-membrane
KDM5C	Nucleoplasm
AMOT	Cell-Junctions
TMEM115	Golgi-apparatus
PSMB2	Nucleoplasm
AGO3	Cytoplasmic-bodies
UROD	Cytosol
UROD	Nucleoplasm
TMEM53	Golgi-apparatus
KLC1	Acrosome
KLC1	Equatorial-segment
KLC1	Plasma-membrane
XRCC3	Nucleoplasm
PCID2	Nucleoli
PCID2	Nucleoplasm
IGFLR1	Nucleoplasm
IGFLR1	Plasma-membrane
CAPNS1	Cytosol
CAPNS1	Nucleoplasm
PDCD2L	Mitochondria
RBM42	Nucleoplasm
KIRREL2	Centriolar-satellite
UBA2	Nucleoplasm
FFAR1	Plasma-membrane
COX6B1	Mitochondria
CCR7	Mitochondria
NR1D1	Nuclear-bodies
FRMD8	Centriolar-satellite
FRMD8	Plasma-membrane
PRDX5	Mitochondria
BCL2L12	Vesicles
IRF3	Cytosol
PRMT1	Nucleoplasm
RRAS	Vesicles
PRRG2	Nucleoli
PRRG2	Nucleoplasm
SCAF1	Nucleoplasm
PRR12	Cytosol
ASL	Cytosol
SBDS	Cytosol
STAT5A	Cytosol
BECN1	Cytosol
TRAP1	Mitochondria
GLIS2	Nucleoplasm
NSRP1	Nucleoplasm
DNAJC8	Nucleoplasm
AHDC1	Nucleoplasm
IFI6	Mitochondria
DACH2	Nucleoplasm
ZNF384	Nucleoplasm
EMG1	Nucleoli-rim
SSX1	Nucleoli
SSX1	Nucleoplasm
UXT	Basal-body
UXT	Centriolar-satellite
CFP	Vesicles
ELK1	Nucleoplasm
TIMM17B	Microtubules
PCNX4	Cytosol
KTN1	Endoplasmic-reticulum
SIX1	Nucleoplasm
RHOJ	Plasma-membrane
DLGAP5	Cytosol
HSPA2	Annulus
HSPA2	Flagellar-centriole
HSPA2	Vesicles
ZBTB1	Nucleoplasm
TRMT5	Nucleoli
TRMT5	Nucleoplasm
SGPP1	Nucleoplasm
EVI2A	Golgi-apparatus
EVI2A	Plasma-membrane
EVI2A	Primary-cilium
EVI2A	Vesicles
DYNC2I1	Basal-body
DYNC2I1	Centrosome
CTAG2	Vesicles
SLC10A3	Intermediate-filaments
MAP2K2	Cytosol
HNRNPH2	Nucleoplasm
ARMCX1	Mitochondria
TMEM35A	Vesicles
TIMM8A	Mitochondria
ZC4H2	Microtubules
ZC4H2	Primary-cilium
ZC4H2	Vesicles
CANX	Endoplasmic-reticulum
INTS11	Cytosol
IPPK	Cytosol
ZNF484	Nucleoplasm
OMD	Endoplasmic-reticulum
FGD3	Cytosol
FGD3	Nucleoplasm
HIVEP3	Nucleoplasm
PPCS	Mitochondria
EDN2	Cytosol
BCL11B	Nucleoplasm
TRAF2	Cytosol
ABHD8	Nucleoplasm
MASP1	Cytosol
MASP1	Nucleoplasm
PLAAT1	Focal-adhesion-sites
HELB	Nucleoplasm
TSPAN8	Vesicles
RAB3IP	Nucleoplasm
PTPRB	Plasma-membrane
DYRK2	Nucleoplasm
YEATS4	Nucleoplasm
TAS2R5	Nucleoli
TAS2R5	Nucleoplasm
LRRC61	Nucleoplasm
IDUA	Vesicles
FGFRL1	Vesicles
TMEM175	Nuclear-membrane
TMEM175	Nucleoplasm
AUNIP	Centrosome
PIN1	Nucleoplasm
FBXL12	Mitochondria
UBR4	Nucleoplasm
HP1BP3	Nuclear-speckles
SIN3B	Nucleoplasm
SLC35E1	Golgi-apparatus
EPS15L1	Vesicles
KLF2	Nucleoplasm
F2RL3	Plasma-membrane
GFER	Cytosol
SYNGR3	Golgi-apparatus
PKMYT1	Golgi-apparatus
WDR24	Vesicles
CHTF18	Nucleoplasm
MACF1	Actin-filaments
MACF1	Plasma-membrane
SMARCA4	Nucleoli-fibrillar-center
SMARCA4	Nucleoli-rim
SMARCA4	Nucleoplasm
KDM4B	Nucleoplasm
EMC6	Centrosome
METTL16	Nucleoplasm
TUBA4A	Microtubules
VIL1	Plasma-membrane
AAMP	Microtubules
PNKD	Mitochondria
TNFRSF19	Golgi-apparatus
RNF6	Nuclear-membrane
ECHS1	Mitochondria
ZNF835	Microtubules
AKAP9	Golgi-apparatus
SEM1	Cytosol
HIP1	Vesicles
PTPN12	Plasma-membrane
POR	Vesicles
STEAP4	Nucleoplasm
STEAP4	Plasma-membrane
GNAI1	Centrosome
GNAI1	Principal-piece
PEX1	Peroxisomes
MTERF1	Mitochondria
SGCE	Plasma-membrane
SGCE	Vesicles
RBM48	Nucleoplasm
CASD1	Nucleoplasm
ZNF780B	Nucleoplasm
ZFP36	Intermediate-filaments
SRD5A3	Cytosol
SRD5A3	Plasma-membrane
SPINK2	Acrosome
RASL11B	Nuclear-bodies
PAICS	Cytosol
KDR	Vesicles
PPAT	Midbody-ring
DGCR8	Nuclear-bodies
DGCR8	Nucleoplasm
RFPL1	Nuclear-speckles
RFPL2	Nuclear-speckles
GNAZ	Vesicles
ATF4	Nucleoplasm
RFPL3	Nuclear-speckles
CDC42EP1	Plasma-membrane
MPST	Mitochondria
TST	Mitochondria
IGLL1	Endoplasmic-reticulum
LIF	Cytosol
C22orf23	Nucleoplasm
RIBC2	Connecting-piece
RIBC2	End-piece
RIBC2	Mid-piece
RIBC2	Principal-piece
KRT17	Intermediate-filaments
RNF112	Nuclear-speckles
SPECC1	Nucleoplasm
SPECC1	Vesicles
CPA4	Nucleoplasm
CPA4	Plasma-membrane
DOCK4	Nucleoli
DOCK4	Plasma-membrane
POT1	Nucleoplasm
LSM8	Nucleoplasm
LSM8	Vesicles
PRKRIP1	Actin-filaments
VGF	Golgi-apparatus
VGF	Vesicles
PODXL	Endoplasmic-reticulum
PODXL	Plasma-membrane
FOXP2	Nucleoplasm
STRIP2	Cytosol
IFT22	Cytosol
IFT22	Microtubules
MKLN1	Cytosol
MKLN1	Plasma-membrane
DNAJB9	Cytosol
DNAJB9	Endoplasmic-reticulum
FLNC	Cytosol
FLNC	Plasma-membrane
LRRC4	Golgi-apparatus
CALU	Endoplasmic-reticulum
CCDC136	Plasma-membrane
LRRC17	Vesicles
KLHDC10	Nucleoplasm
NDUFA5	Mitochondria
FEZF1	Nucleoplasm
MYO1B	Plasma-membrane
HOXD1	Nucleoplasm
HOXD3	Nucleoplasm
MTX2	Mitochondria
CHN1	Cytosol
GAD1	Cytosol
GAD1	Plasma-membrane
GAD1	Vesicles
OSGEPL1	Mitochondria
ORMDL1	Endoplasmic-reticulum
HAT1	Nucleoplasm
HOXD9	Nucleoli
HOXD9	Nucleoplasm
HOXD10	Nucleoplasm
HOXD11	Nucleoplasm
HOXD13	Nucleoplasm
HERC2	Cytosol
SNRPN	Nucleoplasm
PSMG2	Nuclear-bodies
TWSG1	Centrosome
TWSG1	Cytosol
ARHGAP22	Cytosol
ARHGAP22	Nucleoplasm
WDFY4	Nucleoplasm
EIF2AK4	Cytosol
MYO5C	Cytosol
CGNL1	Cell-Junctions
TMOD2	Nucleoli-fibrillar-center
TTBK2	Cytosol
TTBK2	Microtubules
ELL3	Nucleoli
ELL3	Nucleoplasm
CCDC32	Vesicles
INO80	Nuclear-bodies
INO80	Nucleoplasm
ICE2	Nuclear-bodies
ICE2	Nucleoplasm
MINDY2	Nucleoplasm
IVD	Mitochondria
KNSTRN	Centriolar-satellite
KNSTRN	Mitotic-spindle
DUT	Nucleoplasm
CHAC1	Mitochondria
CLN6	Endoplasmic-reticulum
ARPP19	Basal-body
ARPP19	Vesicles
CALML4	Golgi-apparatus
ISLR	Plasma-membrane
THAP10	Nucleoplasm
LOXL1	Endoplasmic-reticulum
ACKR4	Mitochondria
ACKR4	Vesicles
ANAPC13	Cytosol
ANAPC13	Mitochondria
MBD4	Nuclear-speckles
COPB1	Cytosol
COPB1	Golgi-apparatus
COPB1	Vesicles
PSMA1	Nucleoplasm
PALLD	Actin-filaments
MYOD1	Nucleoplasm
SERGEF	Nucleoplasm
KCNC1	Nuclear-membrane
KCNC1	Nucleoplasm
TPH1	Cytosol
E2F8	Nucleoli
E2F8	Nucleoplasm
DCTD	Cytosol
DCTD	Nucleoplasm
SOX15	Nucleoplasm
PIMREG	Nucleoplasm
RPAIN	Nucleoli-fibrillar-center
USP6	Vesicles
AIPL1	Nuclear-speckles
CD68	Golgi-apparatus
CD68	Vesicles
FXR2	Cytosol
KIF1C	Nucleoli
KIF1C	Nucleoplasm
KIF1C	Principal-piece
MPDU1	Endoplasmic-reticulum
PHF20L1	Nucleoplasm
PHF20L1	Plasma-membrane
DNAAF11	Mid-piece
DNAAF11	Principal-piece
CCNT1	Nucleoplasm
PUS7L	Nuclear-speckles
KRI1	Nucleoli
ILF3	Mitochondria
ILF3	Nucleoli
ILF3	Nucleoplasm
SLC44A2	Cell-Junctions
SLC44A2	Vesicles
AP1M2	Vesicles
CDKN2D	Nucleoplasm
MTUS1	Microtubules
MTUS1	Nucleoli
KLK8	Vesicles
NGDN	Mitochondria
NGDN	Nucleoli
ADCY4	Mitochondria
AJUBA	Golgi-apparatus
AJUBA	Nucleoplasm
DTD2	Vesicles
PARP2	Nucleoplasm
FOXA1	Nucleoplasm
SNX6	Endosomes
SNX6	Lysosomes
EAPP	Nuclear-speckles
EAPP	Nucleoplasm
EGLN3	Cytosol
MIS18BP1	Nucleoli
NRL	Nucleoplasm
RNASE1	Vesicles
NEDD8	Nucleoplasm
TEP1	Nucleoplasm
EPB41L4A	Plasma-membrane
REEP5	Endoplasmic-reticulum
ITFG1	Golgi-apparatus
ITFG1	Vesicles
SEC14L1	Cytosol
SEC14L1	Nucleoplasm
AANAT	Cytosol
ARHGEF6	Cytosol
ARHGEF6	Plasma-membrane
FGF13	Cytosol
ASH2L	Nucleoplasm
TTI2	Centrosome
CDKN1C	Nuclear-bodies
CDKN1C	Nucleoplasm
SGO1	Nucleoplasm
CDH15	Golgi-apparatus
CDH15	Plasma-membrane
KLF16	Nucleoplasm
PGAP6	Nucleoplasm
DOHH	Cytosol
MAU2	Nucleoplasm
SHC2	Cytosol
PLPPR3	Golgi-apparatus
ABHD17A	Vesicles
TNNI3	Cytosol
CBFA2T3	Nucleoplasm
PUDP	Nucleoplasm
ERMARD	Cytosol
PHF10	Nucleoplasm
GALNT8	Golgi-apparatus
NXNL2	Cytosol
GNL3L	Nucleoli
MOSPD2	Endoplasmic-reticulum
DOCK6	Cytosol
ECSIT	Nucleoplasm
LDLR	Vesicles
ELOF1	Cytosol
TSPAN16	Plasma-membrane
ANGPTL8	Golgi-apparatus
PRKCSH	Endoplasmic-reticulum
CNN1	Actin-filaments
ZSCAN10	Nucleoplasm
THEM6	Cytosol
THEM6	Nuclear-speckles
NECTIN2	Vesicles
APOE	Vesicles
TOMM40	Mitochondria
LRCH2	Plasma-membrane
FAM98C	Nucleoli
FAM98C	Nucleoplasm
SAFB2	Nucleoplasm
RPL36	Cytosol
GTPBP3	Mitochondria
PLVAP	Cytosol
BST2	Golgi-apparatus
BST2	Vesicles
SLC27A1	Plasma-membrane
NSUN5	Nucleoli
NSUN5	Nucleoplasm
USHBP1	Nucleoli
COLGALT1	Vesicles
DDA1	Nucleoli
DDA1	Nucleoplasm
MRPL34	Mitochondria
PGLS	Nucleoplasm
LSM7	Nucleoli-fibrillar-center
TULP4	Principal-piece
SNX9	Plasma-membrane
QRSL1	Vesicles
RSPH3	Annulus
RSPH3	Flagellar-centriole
RSPH3	Mid-piece
RSPH3	Plasma-membrane
ACSBG2	Cytosol
MLLT1	Nucleoplasm
AFDN	Cell-Junctions
AFDN	Plasma-membrane
ACTN4	Actin-filaments
ACTN4	Focal-adhesion-sites
STK33	Flagellar-centriole
STK33	Nucleoplasm
NDUFA10	Mitochondria
ARPC1B	Cytosol
ARPC1B	Vesicles
CACNG6	Nucleoli-fibrillar-center
ZSWIM6	Cytosol
FCHO1	Nucleoplasm
MAP1S	Cytosol
MAP1S	Principal-piece
KLHDC7B	Plasma-membrane
SSBP4	Nucleoplasm
GDF15	Golgi-apparatus
PGPEP1	Golgi-apparatus
IQCN	Acrosome
IQCN	Equatorial-segment
LSM4	Vesicles
JUND	Nucleoplasm
HRC	Endoplasmic-reticulum
TRPM4	Nucleoplasm
TRPM4	Plasma-membrane
ZNF557	Intermediate-filaments
ZNF557	Nucleoplasm
CRB3	Cell-Junctions
OLFM1	Nucleoli
CAMSAP1	Cytosol
CAMSAP1	Mitotic-spindle
UBAC1	Cytosol
UBAC1	Plasma-membrane
ZBTB46	Nucleoplasm
SAMD10	Nucleoplasm
TNNI2	Plasma-membrane
COL5A1	Vesicles
ATXN10	Plasma-membrane
TUBGCP2	Basal-body
TUBGCP2	Centrosome
CYP2E1	Endoplasmic-reticulum
CYP2E1	Mitochondria
HBZ	Cytosol
PAK4	Cell-Junctions
PAK4	Plasma-membrane
MNX1	Nucleoplasm
ZNF337	Plasma-membrane
CEP85	Golgi-apparatus
CEP85	Nucleoli
TAF4	Nucleoplasm
GATA5	Nucleoplasm
RBBP8NL	Nucleoplasm
RBBP8NL	Vesicles
OSBPL2	Cytosol
ADRM1	Cytosol
ADRM1	Nucleoplasm
ADRM1	Plasma-membrane
ASS1	Cytosol
PRDM12	Nucleoplasm
EXOSC2	Nucleoli
EXOSC2	Nucleoplasm
UCK1	Nucleoplasm
FIBCD1	Cell-Junctions
CHMP2A	Cytosol
UBE2M	Nucleoplasm
TRIM28	Nucleoplasm
METTL26	Golgi-apparatus
YIPF2	Golgi-apparatus
YIPF2	Mitochondria
ATG4D	Mitochondria
ATG4D	Nucleoplasm
ZC3H4	Nucleoplasm
NPAS1	Nucleoplasm
GMFG	Cytosol
GMFG	Nucleoplasm
MAP3K10	Actin-filaments
MAP3K10	Cytosol
MAP3K10	Nucleoplasm
LRRC47	Nucleoli-fibrillar-center
SESN2	Cytosol
SMPDL3B	Cytosol
ATP5IF1	Mitochondria
MED18	Nucleoplasm
THEMIS2	Nucleoplasm
CLIP1	Microtubule-ends
CLIP1	Mid-piece
HIP1R	Cytosol
HIP1R	Plasma-membrane
ZNF317	Nucleoplasm
EIF3G	Cytosol
SHFL	Nucleoplasm
DNMT1	Nucleoplasm
ZNF426	Nucleoplasm
PNCK	Cytosol
PNCK	Plasma-membrane
DKC1	Nucleoli-fibrillar-center
PLXNA3	Cytosol
PLXNA3	Golgi-apparatus
DUSP9	Endoplasmic-reticulum
MPP1	Plasma-membrane
ZNF331	Nucleoplasm
ZNF236	Cell-Junctions
ZNF236	Nucleoplasm
LRP3	Lipid-droplets
MTRFR	Cytosol
MTRFR	Nucleoplasm
NOL11	Nucleoli
CASZ1	Nucleoplasm
HSD17B3	Vesicles
NUTM2F	Nuclear-bodies
HABP4	Nuclear-membrane
FBP2	Cytosol
FBP2	Plasma-membrane
SLC35D2	Golgi-apparatus
PRRG1	Plasma-membrane
PRRG1	Vesicles
UBA1	Nucleoplasm
RGN	Cytosol
POLN	Nucleoplasm
PPIL4	Nucleoplasm
ULBP2	Plasma-membrane
ULBP2	Vesicles
AKAP12	Cytosol
AKAP12	Plasma-membrane
SYNE1	Nuclear-membrane
SYNE1	Nucleoplasm
ULBP3	Vesicles
EPS8L1	Cytosol
AAR2	Cytosol
TTLL9	End-piece
TTLL9	Microtubules
TTLL9	Mid-piece
TTLL9	Principal-piece
RBM39	Nuclear-speckles
RBM39	Nucleoplasm
ZNF341	Nucleoplasm
ZNF341	Vesicles
GGT7	Vesicles
EDA2R	Cell-Junctions
ARHGEF9	Cytosol
C1QL1	Vesicles
GFAP	Intermediate-filaments
ZNF227	Plasma-membrane
ZNF428	Mitochondria
COX4I1	Mitochondria
EMC8	Endoplasmic-reticulum
GSE1	Mitochondria
GINS2	Nucleoplasm
CHMP1A	Centrosome
CHMP1A	Cytosol
CHMP1A	Nucleoplasm
SH3BGRL	Cytosol
SLC34A1	Nuclear-speckles
SLC34A1	Plasma-membrane
PRR7	Cytosol
PRR7	Nucleoplasm
PRR7	Plasma-membrane
NFATC1	Nuclear-bodies
IDO1	Microtubules
CAP1	Cytosol
PPT1	Golgi-apparatus
PPT1	Vesicles
RAB11FIP4	Connecting-piece
RAB11FIP4	Golgi-apparatus
RAB11FIP4	Mid-piece
RAB11FIP4	Vesicles
RLIM	Nucleoplasm
CDX4	Nuclear-speckles
CDX4	Nucleoplasm
ABCB7	Mitochondria
MRPS25	Mitochondria
SH3BP5	Nuclear-bodies
SH3BP5	Nucleoplasm
HACL1	Vesicles
TBC1D5	Vesicles
CAPN7	Cytosol
RBSN	Vesicles
GALNT15	Golgi-apparatus
SLC6A6	Cell-Junctions
SLC6A6	Cytosol
NR1H2	Nucleoplasm
PDLIM4	Actin-filaments
KIF3A	Basal-body
KIF3A	Cytosol
KIF3A	Nucleoplasm
KIF3A	Primary-cilium
GFPT2	Vesicles
TUBG1	Principal-piece
PSME3	Nucleoplasm
RPL27	Nucleoli
PSMC3IP	Nucleoplasm
AOC3	Cytosol
ACLY	Cytosol
VPS25	Vesicles
RAMP2	Vesicles
G6PC1	Mid-piece
NDUFA2	Mitochondria
UBE2D2	Cytosol
UBE2D2	Plasma-membrane
ACAP3	Nucleoplasm
C1orf159	Mitotic-chromosome
C1orf159	Nucleoli-rim
ANO1	Plasma-membrane
PPFIA1	Cytosol
THOC6	Nuclear-speckles
THOC6	Nucleoplasm
TRAF7	Vesicles
BARX1	Nucleoplasm
NPHP4	Nucleoplasm
MAP1B	Cytosol
RHOXF2	Plasma-membrane
WDR44	Golgi-apparatus
ZCCHC9	Nucleoplasm
KRT34	Cytosol
KRT34	End-piece
KRT34	Principal-piece
KRT33B	Cytosol
KRT33B	End-piece
KRT33B	Principal-piece
TNS4	Cytosol
TOP2A	Nucleoplasm
STARD3	Nucleoplasm
STARD3	Vesicles
RARA	Nucleoplasm
KHDRBS3	Nucleoplasm
CHD1L	Nucleoplasm
PEX11B	Vesicles
FMO5	Cytosol
FMO5	Endoplasmic-reticulum
PIAS3	Nucleoplasm
PRKAB2	Nucleoplasm
PDHA1	Mitochondria
RAI2	Plasma-membrane
MCCC2	Mitochondria
ZNF304	Nuclear-speckles
ZNF132	Vesicles
USP29	Plasma-membrane
SELENOS	Endoplasmic-reticulum
SNRPA1	Nucleoplasm
NR0B2	Nucleoplasm
LIN28A	Cytosol
THAP1	Nucleoplasm
C19orf12	Cytosol
FAAP24	Nucleoplasm
LRRC9	Cell-Junctions
LRRC9	Plasma-membrane
ACTR10	Plasma-membrane
ACTR10	Vesicles
GCH1	Nucleoplasm
LGALS3	Cytosol
LGALS3	Nucleoplasm
DNAJB1	Nucleoplasm
FBXW9	Cytosol
RFX1	Nucleoplasm
ZNF20	Nuclear-membrane
BRME1	Nucleoplasm
DCAF15	Mitochondria
CC2D1A	Cytosol
RTBDN	Endoplasmic-reticulum
MATN3	Endoplasmic-reticulum
MATN3	Golgi-apparatus
MATN3	Vesicles
TRIM21	Nucleoplasm
SPATA6	Golgi-apparatus
SPATA6	Vesicles
LRRC41	Nuclear-bodies
CCT6B	Cytosol
DHX30	Mitochondria
RAF1	Cytosol
RAF1	Plasma-membrane
PPARG	Nucleoplasm
PPARG	Vesicles
SLX1A	Nucleoplasm
ARFIP2	Golgi-apparatus
ARFIP2	Nucleoli
ARFIP2	Nucleoplasm
TRIM5	Cytosol
TRIM22	Nuclear-bodies
TRIM22	Nucleoplasm
RRP8	Cytosol
RRP8	Nucleoli
RRP8	Nucleoplasm
EFR3A	Cytosol
EFR3A	Plasma-membrane
PTCD3	Mitochondria
IMMT	Mitochondria
IQCA1	Flagellar-centriole
PER2	Nucleoplasm
RAMP1	Nuclear-membrane
RAMP1	Nucleoplasm
SCLY	Golgi-apparatus
PTPRE	Intermediate-filaments
RAN	Nucleoplasm
PRKAA1	Nuclear-speckles
RAP1GAP2	Cytosol
RAP1GAP2	Nuclear-membrane
CLUH	Vesicles
MYBBP1A	Nucleoli
RPA1	Nucleoplasm
UBE2G1	Cytosol
UBE2G1	Nucleoplasm
EEFSEC	Nuclear-bodies
EEFSEC	Nucleoplasm
TBC1D14	Golgi-apparatus
TBC1D14	Vesicles
COQ3	Nucleoplasm
PNISR	Nuclear-speckles
POPDC3	Cytosol
POPDC3	Nucleoli
LANCL2	Cytosol
LANCL2	Nucleoplasm
DDC	Actin-filaments
GRSF1	Mitochondria
ANKRD17	Nucleoplasm
UTP3	Nucleoli
ITGB4	Cell-Junctions
ITGB4	Plasma-membrane
WBP2	Cytosol
WBP2	Nucleoplasm
H3-3B	Nucleoplasm
UNK	Cytoplasmic-bodies
UNK	Cytosol
TRIM47	Cytosol
ZRANB2	Nucleoplasm
EIF5A	Cytosol
KDM6B	Nuclear-speckles
GPS2	Nucleoplasm
XAF1	Mitochondria
XAF1	Nucleoplasm
VPS13B	Cell-Junctions
RGS22	Nucleoli-fibrillar-center
REEP2	Endoplasmic-reticulum
PCBD2	Plasma-membrane
SDF2	Vesicles
FLOT2	Plasma-membrane
ERAL1	Mitochondria
PRMT7	Nucleoplasm
NIP7	Nucleoli
TERF2	Nuclear-bodies
TERF2	Nucleoplasm
VPS4A	Midbody
MTSS2	Focal-adhesion-sites
HSPA12B	Nucleoplasm
ANKEF1	Cytosol
ANKEF1	Nucleoli-fibrillar-center
ANKEF1	Plasma-membrane
PCED1A	Cytosol
PCED1A	Nucleoplasm
SNAP25	Plasma-membrane
BTBD3	Vesicles
PCNA	Nucleoplasm
NXT1	Nucleoplasm
POLR3F	Nucleoplasm
RIN2	Cytosol
PTPRA	Vesicles
DAP3	Mitochondria
DAP3	Nucleoplasm
RHBG	Nucleoplasm
KHDC4	Nucleoplasm
NES	Intermediate-filaments
CRP	Nucleoplasm
CRP	Vesicles
ARHGEF11	Plasma-membrane
RAB25	Plasma-membrane
DCAF8	Nucleoplasm
IGHMBP2	Nucleoplasm
TESMIN	Nucleoplasm
MMACHC	Nucleoplasm
DPH2	Cytosol
TOE1	Nuclear-bodies
NASP	Nucleoplasm
MUTYH	Nucleoplasm
CTNNBL1	Nucleoplasm
LPIN3	Cytosol
ZSWIM3	Vesicles
RBM38	Cytosol
RBM38	Nucleoplasm
OSER1	Nuclear-speckles
OSER1	Nucleoli
OSER1	Nucleoli-rim
PPP1R3D	Calyx
PPP1R3D	Mitochondria
PPP1R3D	Vesicles
DMGDH	Mitochondria
AP3B1	Vesicles
ZBED3	Plasma-membrane
PATJ	Cell-Junctions
SYT4	Plasma-membrane
SYT4	Vesicles
FBXO44	Nucleoplasm
CPLANE2	Nucleoplasm
CASP9	Mitochondria
NMUR2	Plasma-membrane
DCTN4	Centrosome
DCTN4	Nucleoplasm
ATP8A2	Plasma-membrane
MTUS2	Cytokinetic-bridge
MTUS2	Microtubules
ZMYM5	Nucleoplasm
XPO4	Nucleoplasm
TPTE2	Cytosol
POMP	Nuclear-speckles
CDK8	Nucleoplasm
CHRM3	Plasma-membrane
PEMT	Endoplasmic-reticulum
PEMT	Mitochondria
MPRIP	Actin-filaments
CHI3L1	Golgi-apparatus
MYBPH	Mitochondria
MYBPH	Nucleoli
MYBPH	Nucleoplasm
PIK3C2B	Nuclear-membrane
PIK3C2B	Nucleoplasm
SLC41A1	Mitochondria
LGR6	Plasma-membrane
DCLK1	Nucleoplasm
CCNA1	Nuclear-bodies
CCNA1	Nucleoplasm
COG6	Golgi-apparatus
COG6	Nuclear-speckles
SPART	Cytosol
POSTN	Golgi-apparatus
RFXAP	Nuclear-speckles
TPT1	Cytosol
GPALPP1	Nucleoli-rim
STOML3	Plasma-membrane
RFC3	Nucleoplasm
RFC3	Vesicles
STARD13	Golgi-apparatus
STARD13	Vesicles
MORC4	Nucleoplasm
TBC1D8B	Cytosol
BEX1	Cytosol
FAM104A	Nucleoplasm
SLC39A11	Nucleoplasm
EPHB2	Plasma-membrane
SRRM1	Nuclear-speckles
PRAM1	Golgi-apparatus
KMT5C	Nucleoplasm
ZNF414	Nucleoplasm
HSPBP1	Cytosol
CSNK1G2	Vesicles
SLF1	Nucleoplasm
CNDP2	Cytosol
CNDP2	Nucleoplasm
MACROD1	Nucleoplasm
WDR74	Nucleoli
WDR74	Nucleoplasm
LGALS12	Cytosol
RTN3	Endoplasmic-reticulum
PLAAT2	Mitochondria
MYH11	Cytosol
MYH11	Plasma-membrane
CEP20	Basal-body
CEP20	Centriolar-satellite
CEP20	Centrosome
MED10	Nucleoplasm
PDZD2	Cytosol
PDZD2	Plasma-membrane
MORC2	Nucleoplasm
GSTT2B	Cytosol
MYO18B	Centrosome
MYO18B	Nucleoplasm
C1QTNF6	Nucleoplasm
FAM83F	Mitochondria
SEC14L4	Vesicles
GIMAP4	Cytosol
GIMAP4	Vesicles
MKRN1	Cytosol
MKRN1	Nucleoplasm
KRBA1	Nucleoplasm
NTS	Vesicles
BTG1	Nucleoplasm
C12orf29	Vesicles
ATP13A3	Nucleoli
DYDC2	Principal-piece
DYDC2	Vesicles
TMEM254	Plasma-membrane
TMTC1	Cytosol
TMTC1	Nucleoplasm
KRAS	Cytosol
IPO8	Nucleoplasm
LARS1	Cytosol
LARS1	Nuclear-bodies
SPINK5	Vesicles
LRRCC1	Centrosome
E2F5	Nucleoplasm
CCDC59	Nucleoli
CCDC59	Nucleoli-rim
SWAP70	Plasma-membrane
